Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012
330455705060012;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;269.0;864.0;3.21;3.03;528.31;137196.79;664.09;82028.45;341.2;139565.85;640.4;70166.64
330455705060013;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;286.0;920.0;3.22;2.55;621.37;207503.55;710.85;173643.1;391.47;189934.75;675.14;135929.62
330455705060014;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;327.0;954.0;2.92;1.87;658.43;202956.57;710.58;181904.13;488.47;211538.65;680.4;163987.43
330455705060015;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;0;199.0;542.0;2.72;2;1368.66;2462241.47;2047.85;2291953.87;765.27;1572326.62;1792.92;1842522.54
330455705060016;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;0;183.0;572.0;3.13;2.96;1253;1319372.14;1333.13;1296790.34;545.33;787981.02;1170.51;960098.01
330455705060017;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;384.0;1201.0;3.13;2.96;864.58;588152.97;951.29;564587.21;556.13;429737.85;846.85;408159.09
330455705060018;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;289.0;842.0;2.91;1.77;687.86;607487.37;1162.52;474104.49;468.88;439565.17;993.66;410002.85
330455705060019;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;284.0;749.0;2.64;2.06;645.95;443290.44;955.47;359529.36;436.96;323403.61;844.44;280771.01
330455705060020;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;82.0;226.0;2.76;1.72;788.46;532814.72;1042.81;437929.47;536.64;468960.56;971.76;425985.79
330455705060021;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;154.0;394.0;2.56;2.57;635;587850;1018.65;551834.99;323.89;379860.88;1008.94;493116.72
330455705060022;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;278.0;796.0;2.86;3;796.87;732648.95;954.87;727021.55;597.41;523521.37;878.38;522942.18
330455705060023;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;230.0;732.0;3.18;3.09;1334.88;1501688.43;1401.93;1483033.17;774.57;940981.82;1148.38;965882.59
330455705060024;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;1;104.0;326.0;3.13;2.49;568.02;173698.43;679.01;131792.8;378.96;177655.16;645.64;130200.18
330455705060025;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;255.0;725.0;2.84;2.28;1038.9;1294461.78;1432;1220944.35;624.15;803910.15;1168.24;869259.14
330455705060026;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;283.0;850.0;3;2.41;1287.01;1170553.81;1339.06;1148114.25;845.91;860223.65;1140.61;823706.61
330455705060027;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;249.0;751.0;3.02;2.31;1100.29;1173143.61;1201.63;1159359.6;744;1369562.36;1130.28;1644645.21
330455705060028;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;185.0;527.0;2.85;2.25;895.08;582781.65;1015.89;538439.17;648.67;516365.11;938.76;474834.59
330455705060029;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;326.0;1033.0;3.17;2.07;1098.42;678502.45;1166.4;641080.61;633.27;516005.46;967.63;464833.28
330455705060030;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;322.0;955.0;2.97;2.14;934.65;1509279.28;1166.5;1613624.46;737.82;943008.27;1067.02;1012617.99
330455705060031;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;72.0;172.0;2.39;2.13;498.19;165668.53;689.81;95868.59;399.15;163774.93;678.56;87983.28
330455705060032;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;268.0;784.0;2.93;2.89;606.32;136491.59;694.42;94968.66;455.47;159330.84;673.26;88732.05
330455705060033;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;271.0;970.0;3.58;3.73;559.69;196665.66;642.7;172381.76;451.85;156938.7;609.73;115439.99
330455705060034;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;280.0;809.0;2.89;2.56;700.42;337110.09;848.99;282243.17;510.97;282515.61;768.6;226827.63
330455705060035;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;257.0;681.0;2.65;2.49;830.19;686551.96;931.7;675875.66;588.69;475816.89;828.95;470833.47
330455705060036;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;201.0;617.0;3.07;4.54;1184.47;8516637.81;1376.18;9637710.8;840.96;3719284;1140.1;4703703.22
330455705060037;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;128.0;414.0;3.23;4.26;1057.12;1015592.92;1176.62;989566.75;639.77;740156.86;1020.85;792231.89
330455705060038;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;49.0;135.0;2.76;2.02;493.8;163313.54;672.11;100701.02;311.96;133377.77;618.72;73741.94
330455705060039;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;60.0;260.0;4.33;4.12;563.5;80084.15;637.92;42474.46;357.9;99039.92;575.86;33343.75
330455705060040;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;117.0;392.0;3.35;3.2;277.95;81538.86;524.52;23608.78;240.33;92840.58;558.94;37419.1
330455705060041;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;293.0;965.0;3.29;3.12;640.87;215468.35;754.11;167952.37;349.87;181387.11;687.21;124322.56
330455705060042;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;213.0;668.0;3.14;2.61;670.8;253854.25;768.17;215699;411.54;205098.97;692.14;150561.65
330455705060043;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;261.0;990.0;3.79;3.6;607.7;328401.94;797.03;279568.76;368.45;211788.72;685.71;176525.24
330455705060044;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;1;266.0;762.0;2.86;2.67;551.74;135576.94;661.1;89948.19;391.26;136934.99;627.2;71362.56
330455705060045;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;268.0;630.0;2.35;2.35;1700.99;1393783.31;1773.79;1324026.98;1129.11;1369838.12;1558.12;1221521.86
330455705060046;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;334.0;994.0;2.98;2.49;699.39;632484.68;985.63;609116.97;532.86;415610.67;855.69;391124.92
330455705060047;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;238.0;628.0;2.64;3;899.87;869551.46;1139.2;827950.7;720.74;719575.86;1040.86;705943.78
330455705060048;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;155.0;434.0;2.8;2.9;544.99;386364.44;789.47;366491.97;481.91;275063.65;736.46;232717.32
330455705060049;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;181.0;538.0;2.97;2.89;860.02;582685.75;921.08;567724.27;578.73;463752.73;854.05;449190.66
330455705060050;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;132.0;450.0;3.41;3.16;815.99;877896.53;1099.09;871252.83;637.44;826494.99;990.44;935000.66
330455705060051;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;347.0;1063.0;3.06;2.17;1142.57;1308360.73;1212.45;1303639.75;685.32;874176.39;1007.96;960652.34
330455705060052;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;211.0;723.0;3.43;3.22;511.77;298761.74;771.31;249738.17;394.98;223700.82;722.64;172349.51
330455705060053;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;203.0;657.0;3.24;4.17;955.92;1221332.76;1078.06;1245848.53;612.21;690963.92;907.55;756423.3
330455705060054;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;151.0;445.0;2.95;3.89;885.4;683696.2;1005.23;655560.59;575.45;553603.23;932.96;564045.61
330455705060055;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;130.0;311.0;2.39;2.16;804.4;658179.87;942.09;640969.77;658.66;515350.44;876.14;494871.77
330455705060056;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;129.0;350.0;2.71;2.41;1011.31;640690.75;1105.58;595807.15;652.85;502735.8;958.97;444631.92
330455705060057;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;313.0;813.0;2.6;2.53;679.55;593186.51;854.21;596467.03;557.82;476234.96;811.7;486931.3
330455705060058;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;178.0;596.0;3.35;2.75;1067.53;1275376.91;1172.96;1277683.09;733.19;770058.57;987.98;785973.58
330455705060059;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;102.0;321.0;3.15;2.25;1241.28;2798889.83;1391.33;2929894.22;760.69;1364947.27;1125.52;1610203.17
330455705060060;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;240.0;684.0;2.85;3.12;1145.06;7567368.4;1254.86;8157919.44;894.92;3367065.89;1126.49;3978643.55
330455705060061;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;42.0;119.0;2.83;2.24;1300.48;1493350.99;1365.5;1478866.41;917.74;1936265.3;1263.38;2232683.19
330455705060062;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557152;Saúde;1;0;71.0;208.0;2.93;4.01;1545.77;1995619.03;1714.84;1922825.37;998.08;1397844.74;1437.54;1381459.3
330455705060063;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;1;87.0;317.0;3.64;3.7;664.34;140135.02;704.85;119880.03;378.13;154533.08;650.39;88284.29
330455705060064;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;481.0;1515.0;3.15;2.69;629.57;220245.45;805.38;139941.2;415.69;214620.92;740.44;141724.98
330455705060065;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;178.0;539.0;3.03;1.65;692.63;128246.38;747.2;97388.33;434.98;163508.59;683.95;86552.12
330455705060066;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;302.0;986.0;3.26;6.04;952.85;1110941.82;999.17;1118692.14;605.54;632170.46;888.69;676215.82
330455705060067;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;72.0;173.0;2.4;1.77;1336.67;1618160.56;1480.62;1578683.99;991.31;1094826.27;1261.67;1051958.89
330455705060068;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557002;Gamboa;1;0;130.0;362.0;2.78;2.08;473.14;353103.44;831.19;322292.59;420.81;328534.53;796.79;322457.77
330455705060069;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;0;138.0;429.0;3.11;1.91;1107.05;691832.03;1148.67;669869.8;776.55;913989.24;1072.11;945100.87
330455705060070;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557004;Caju;1;1;89.0;326.0;3.66;3;524.54;111078.77;630.86;65907.27;333.96;125075.81;608.84;60168.18
330455705060071;3;Região Sudeste;33;Rio de Janeiro;3306;Metropolitana do Rio de Janeiro;33018;Rio de Janeiro;19;RM Rio de Janeiro ;3304557;RIO DE JANEIRO;330455705;RIO DE JANEIRO;33045570506;PORTUÁRIA;3304557003;Santo Cristo;1;1;64.0;209.0;3.27;2.52;385.89;110064.89;588.02;47365.98;331.52;98435.29;563.9;35810.98
